,business_status,formatted_address,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,rating,reference,types,user_ratings_total,geometry.location.lat,geometry.location.lng,geometry.viewport.northeast.lat,geometry.viewport.northeast.lng,geometry.viewport.southwest.lat,geometry.viewport.southwest.lng,opening_hours.open_now,plus_code.compound_code,plus_code.global_code,permanently_closed
10,OPERATIONAL,"C. de l'Arxiduc Carles, 56, 46014 València, Valencia, Spain",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,parquet,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110493535927550250484"">EMILILA HERRERO VALENCIA</a>'], 'photo_reference': 'Aap_uECIwkp9fR4jzwH2xCcpNqq8Jc1H1Dy3lgl7BogZ4VlQ-6NENtriQpYR7ipOCtR6ywwQmHiKkV0vRy6AIqF6NEYX7qAZQDEWHMBni2uXkyFE9JCBS7EY252Y-PQvkcvUZXh9KZ4tEO19g8OI_JFOC_7zaDUolDQ0jmQZyxrhabpB-lzJ', 'width': 2560}]",ChIJwwdLiRNPYA0RvJxnh2LVQnM,3.4,ChIJwwdLiRNPYA0RvJxnh2LVQnM,"['park', 'point_of_interest', 'establishment']",8,39.4615124,-0.398992,39.46280792989272,-0.3975579201072778,39.46010827010727,-0.4002575798927223,,"FJ62+JC Valencia, Spain",8CFXFJ62+JC,
11,OPERATIONAL,"Carrer de Joaquim Ballester, 29, 46009 València, Valencia, Spain",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Parc professor Antoni Llombart,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115159835816073615254"">Maximo Manuel Mendoza López</a>'], 'photo_reference': 'Aap_uECERDnq9kb7C-Qor8re2swVZByBV0eMfZ3bLQTlTemFy7BxDpANc95FwqEV5q7bgZvfThiyftwA1grzB8Vmf3h1vsiGgLau2s_c-hnXSRzrw0kJkLQYc9e407fq0o4VSU90u9HFdXlYGZWU2y5CcfQvJrp6xSCfB4wW8z7RPf68KxRO', 'width': 4032}]",ChIJnb_h0V5PYA0Rv4HsLUmZaec,4.4,ChIJnb_h0V5PYA0Rv4HsLUmZaec,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",42,39.4825628,-0.3893169,39.48404552989273,-0.3880926701072778,39.48134587010728,-0.3907923298927222,False,"FJM6+27 Valencia, Spain",8CFXFJM6+27,
12,OPERATIONAL,"Av. de Giorgeta, 60, 46007 València, Valencia, Spain",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Parque,,ChIJk_23G-JPYA0RHp3nIqg0XjA,4.0,ChIJk_23G-JPYA0RHp3nIqg0XjA,"['park', 'point_of_interest', 'establishment']",1,39.4555355,-0.3822282,39.45692352989271,-0.3808025701072777,39.45422387010727,-0.3835022298927223,True,"FJ49+64 Valencia, Spain",8CFXFJ49+64,
13,OPERATIONAL,"46035 Valencia, Spain",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Jardí del Túria - Tram I,"[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113566514339488029619"">Jose Luis Carbonell Sanchez</a>'], 'photo_reference': 'Aap_uEBv3lZmhjj9h2RXG8QThb05_TBjH33spShyK1tfP1aNvZJcJkSevtACD-HWqA8MgsDI_SxGLm5mXS_o0iWbfdqu8QVfDQIKdj2yQl7fxSLlNiG8Bqqw_pLyMybeS1pUKK0lKkFV-WFiR1h8fB6ASQhoU4l5Mw0y1S-lQreW4HdEdQGH', 'width': 4032}]",ChIJmXAJCZVPYA0RerGNy2SbXi4,5.0,ChIJmXAJCZVPYA0RerGNy2SbXi4,"['park', 'point_of_interest', 'establishment']",2,39.4739695,-0.405032,39.47531932989272,-0.4036821701072777,39.47261967010728,-0.4063818298927223,True,"FHFV+HX Valencia, Spain",8CFXFHFV+HX,
14,OPERATIONAL,"Carrer de Torrent, 30, 46014 València, Valencia, Spain",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Parque para perros,"[{'height': 2160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112781446529211426469"">Javier Moreno</a>'], 'photo_reference': 'Aap_uECtkKNw39W36L8TiPQST1G-5AJkuLdFs92kzke_dr_15m3es2bz8SAZIkErGaWzc5O8zbMBPwxB8Z88m7zbjwD6vqZQLVXVlUSYajbTYJyq02nhZkExE_mNs144vx61qZKC3j4b7AqIF2tikJs4BvNzu2EEAfbPV02JvSDu3eZKuN9d', 'width': 3840}]",ChIJXWBMkQ1PYA0RRWYXmWrpmGc,3.8,ChIJXWBMkQ1PYA0RRWYXmWrpmGc,"['park', 'point_of_interest', 'establishment']",87,39.4615362,-0.4039678,39.46295337989272,-0.4026211701072778,39.46025372010727,-0.4053208298927222,False,"FH6W+JC Valencia, Spain",8CFXFH6W+JC,
15,OPERATIONAL,"Carrer d'Emilio Lluch, 13, 46014 València, Valencia, Spain",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Imago Park,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109346203291394349836"">Natalia Vargas</a>'], 'photo_reference': 'Aap_uEAHBORFB0HeIgohu6WrhihRz9ucFizVZSElsGMrsGK7kOFBVUxJmyuSV8bL4xYj5mPPcY8I5w1Ji5yb7YtzmbjlM4mOnBlJX9JSkK9FQneNZAHsxASr2mn8pPjtpi2rVi_vYmvErEPWoJKB1nyRigUcOI1d2A_BtCsnpYkq8-FWWlrL', 'width': 1960}]",ChIJKXm7YRJPYA0RrDqXaJXr6Co,4.2,ChIJKXm7YRJPYA0RrDqXaJXr6Co,"['park', 'point_of_interest', 'establishment']",133,39.4623454,-0.4021174,39.46368922989272,-0.4009108701072777,39.46098957010727,-0.4036105298927222,True,"FH6X+W5 Valencia, Spain",8CFXFH6X+W5,
16,OPERATIONAL,"Av. de la Constitució, 46950 Xirivella, Valencia, Spain",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Parc de Pablo Iglesias,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110900040539408889927"">Сергей Супруненко</a>'], 'photo_reference': 'Aap_uEBkZoFSsGTC7WYHTouhz5Iq9U3ixZozi6CTpz8aw2b-iB9g2MsULesUAuahbrVFKpZ9j6buqWHJnxeMAJsdLtLv4KiYNo_YDC-9yTQIxAH1et353HMSX22IFXZHaSV8dI06XN9jKiOVvGAZS7yOlvEEd5-51JtsdwfH8Qa39JPdLDE', 'width': 1920}]",ChIJj22TAaNPYA0RdBF286mblhE,4.1,ChIJj22TAaNPYA0RdBF286mblhE,"['park', 'point_of_interest', 'establishment']",280,39.4629896,-0.4210143,39.46437157989273,-0.4196658201072778,39.46167192010728,-0.4223654798927223,True,"FH7H+5H Xirivella, Spain",8CFXFH7H+5H,
17,OPERATIONAL,"Carrer de l'Enginyer José Sirera, 4, 46017 València, Valencia, Spain",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Parque,"[{'height': 2988, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117897993328634404111"">Josevicente Ponce</a>'], 'photo_reference': 'Aap_uEAmTFMrRaLKo4RAvrXrQbNkaQF57j9kpfrPzxuHbO6PPO4JBLqATZu7nOKdoGUtwasafjFiYVClwb4jImKa3ktuBWz-SwdvKncpp50jg_hoN-fEHNJhQIpRR3xdrzs3wYPGxyWvm2xJs_cj7wJFRtKFLGIiPpXmlI28CqHdwlIu5WuR', 'width': 5312}]",ChIJc7sfmPFPYA0RIi40nQaNHzs,3.5,ChIJc7sfmPFPYA0RIi40nQaNHzs,"['park', 'point_of_interest', 'establishment']",6,39.4463978,-0.3890957,39.44754277989272,-0.3878155701072778,39.44484312010728,-0.3905152298927222,True,"CJW6+H9 Valencia, Spain",8CFXCJW6+H9,
18,OPERATIONAL,"Carrer Ernesto Che Guevara, 22, 46920 València, Valencia, Spain",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Parc caní,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116241769493180528762"">Salvador Sirica</a>'], 'photo_reference': 'Aap_uEBtFnvloY5kMeaD1JsWCYzkYN9DiY-G8_mq3cAff6GBfbv_N-mhjJOmra40sfIT1EgT2EQxL3i5CnGp6NtqogkltuIbqvjulNEvrXJrmBa1I8ikl3Mjd_WS3g6uQXpqm3o6B538aonRuUO90fF9HB1ryAlA3WGaqyNi7An0hArgMp33', 'width': 1920}]",ChIJbYyrgb5PYA0RGuvNbsSoUog,3.0,ChIJbYyrgb5PYA0RGuvNbsSoUog,"['park', 'point_of_interest', 'establishment']",3,39.4734633,-0.4074561,39.47460857989272,-0.4061992201072778,39.47190892010727,-0.4088988798927222,,"FHFV+92 Valencia, Spain",8CFXFHFV+92,
19,OPERATIONAL,"Plaza Mayor, 46920 Mislata, Valencia, Spain",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Plaça Major,"[{'height': 3472, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107249429444854243955"">Gonzalo Gutierrez</a>'], 'photo_reference': 'Aap_uEBnH2AF8WHqOgJll84ldV5U4XPtyhSHPja8QOOXa9kUlwDucGfWdJu2fGwNweq6Opp3GkJggGaHoV1O33zPKTCX5ivehXX0OFFZ49CahXN7IjMEp_8Q4r_GCKjU1VncCfhY4jv-b3dJ1DTphpI9_xKLOT8LWYEHCsZzh4GC3tjAPH1C', 'width': 4624}]",ChIJF-Y27I9PYA0RgodAcf_lWRE,4.2,ChIJF-Y27I9PYA0RgodAcf_lWRE,"['park', 'point_of_interest', 'establishment']",989,39.4763513,-0.4228832,39.47770112989271,-0.4215333701072777,39.47500147010727,-0.4242330298927222,,"FHGG+GR Mislata, Spain",8CFXFHGG+GR,
20,OPERATIONAL,"Carrer dels Campaners, 46014 València, Valencia, Spain",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,El Parque,,ChIJpyOqBhFPYA0RaTWERTMdK6A,4.0,ChIJpyOqBhFPYA0RaTWERTMdK6A,"['park', 'point_of_interest', 'establishment']",4,39.4576277,-0.4004489,39.45884362989272,-0.3988921201072777,39.45614397010728,-0.4015917798927222,True,"FH5X+3R Valencia, Spain",8CFXFH5X+3R,
21,OPERATIONAL,"Carrer de l'Escultor Ricard Boix, 1T, 46017 València, Valencia, Spain",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Parque,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114369416072170822185"">Javier HSAT</a>'], 'photo_reference': 'Aap_uECGrhu_T057-M9PslDF01WCahjpjO8n1Z87W8beIXvqpCGyJyjQd3HLmwx9EsrVfci14iXmJGgoEgUm_yVg1qP9sY-wsaQ9uBIJLsxhfDZeNSrDh85eiivqgHJauKDrm0kWk7DeGg9u3v4q4fz3dbHFDCGdPIrAli0Wb4T0dstuXk1L', 'width': 4032}]",ChIJXRfn-cBPYA0RxyjtFSS1TgE,3.8,ChIJXRfn-cBPYA0RxyjtFSS1TgE,"['park', 'point_of_interest', 'establishment']",4,39.4580093,-0.3923949,39.45945192989272,-0.3911400201072777,39.45675227010727,-0.3938396798927222,,"FJ55+62 Valencia, Spain",8CFXFJ55+62,
22,OPERATIONAL,"Plaça Num 116 Res Urb, 63, 46014 València, Valencia, Spain",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Parc Nou Sant Isidre,"[{'height': 3016, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100401110581365275203"">Rafael Pariente</a>'], 'photo_reference': 'Aap_uECKEtEcVBGi1UKIKmqBR-pdrRLYL9lKYZ5iNUdut5AcSF3oThREb4Y-_64A9DdRXTO-uudi9jMDIdLZOoBEx3_Uq7ka_vdxNjOl-WIu1_NY-WuCclZOclceMAlXy4zxJuzK3tdkIzcfM3aoDvIJVOsOk7kEtiy2KvHoE568CryCaWCx', 'width': 4032}]",ChIJx7lD3RpPYA0Rn8KgDQTaXvw,4.0,ChIJx7lD3RpPYA0Rn8KgDQTaXvw,"['park', 'point_of_interest', 'establishment']",90,39.4526825,-0.401966,39.45403232989273,-0.4006161701072778,39.45133267010728,-0.4033158298927222,True,"FH3X+36 Valencia, Spain",8CFXFH3X+36,
23,OPERATIONAL,"C. de Campos Crespo, 25, 46017 València, Valencia, Spain",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Parc,,ChIJaXe8_tZPYA0RX5Qb-n6SCjU,0.0,ChIJaXe8_tZPYA0RX5Qb-n6SCjU,"['park', 'point_of_interest', 'establishment']",0,39.456017,-0.3951796,39.45745642989272,-0.3938443201072777,39.45475677010727,-0.3965439798927222,True,"FJ43+CW Valencia, Spain",8CFXFJ43+CW,
24,OPERATIONAL,"Carrer de l'Enginyer José Sirera, 4, 46017 València, Valencia, Spain",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Parque,"[{'height': 2988, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117897993328634404111"">Josevicente Ponce</a>'], 'photo_reference': 'Aap_uEChgleW0xyoGo0lKlPf1YAJlpze91jy0GwIMLnY5SJ-lZShnr2jlMdmZOZz0iGsAdVeqxjQpqfhBHxOk6IAcm-x1HrebSivKoTB7cCiUGtzjofvGDb2EeY0NRBV1iR93A9UNYQnONJ41ail1Keb7EOTU8tQOywS84RwiZOy0Fvki9uD', 'width': 5312}]",ChIJc7sfmPFPYA0RIi40nQaNHzs,3.5,ChIJc7sfmPFPYA0RIi40nQaNHzs,"['park', 'point_of_interest', 'establishment']",6,39.4463978,-0.3890957,39.44754277989272,-0.3878155701072778,39.44484312010728,-0.3905152298927222,True,"CJW6+H9 Valencia, Spain",8CFXCJW6+H9,
25,OPERATIONAL,"Av. de les Tres Creus, 135, 46017 València, Valencia, Spain",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Parc de la Vida Sant Isidre,"[{'height': 1600, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113907703505834670628"">A Google User</a>'], 'photo_reference': 'Aap_uECse-m2zqcofIjVKuytlHimOBFenNLuO7qAkzCkq8PdVdUdNYjlG9JxTwRFrF9V5OSlVHCHOFBwqYT9OazPLy1y_mf7id6JfWKYPHL9S8g-kVDDyoqVcse1sbt_C7BACfN2bdgH3z2KXIAUyFSM6jhtkCN03B5kV_Uq4B5boYpBCYZD', 'width': 1200}]",ChIJfQoB1RtPYA0RLxmphQez3Fk,4.2,ChIJfQoB1RtPYA0RLxmphQez3Fk,"['park', 'point_of_interest', 'establishment']",13,39.4527217,-0.3995186,39.45421127989272,-0.3979922701072778,39.45151162010728,-0.4006919298927222,True,"FJ32+35 Valencia, Spain",8CFXFJ32+35,
26,OPERATIONAL,"Passeig de la Petxina, 46018 València, Valencia, Spain",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Parque Rio,"[{'height': 2736, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113156172577140064702"">optimovil</a>'], 'photo_reference': 'Aap_uEAeoHj18CR3a79jqcODnVX2jsISbnIFNHLgFyaSIJ4AcmPIWMx8l7uenYbqOmkzU9cnsovn3RnzmHgZkk1RAf2a4HbbVSfVu-M0xGh8OJDMDNdGgOd1Pzll9gsZyP9wLUffZPNvMmN0PczmINbnOWPrY1k3Z98J8sgMYMGLqWIGyutu', 'width': 3648}]",ChIJrw2An2hPYA0RD-7NTvt2s8g,4.7,ChIJrw2An2hPYA0RD-7NTvt2s8g,"['park', 'point_of_interest', 'establishment']",222,39.4752573,-0.3972033,39.47633842989272,-0.3957702201072777,39.47363877010727,-0.3984698798927221,True,"FJG3+44 Valencia, Spain",8CFXFJG3+44,
