,business_status,formatted_address,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,rating,reference,types,user_ratings_total,geometry.location.lat,geometry.location.lng,geometry.viewport.northeast.lat,geometry.viewport.northeast.lng,geometry.viewport.southwest.lat,geometry.viewport.southwest.lng,opening_hours.open_now,plus_code.compound_code,plus_code.global_code,permanently_closed
10,OPERATIONAL,"Carrer de la Democràcia, 16, 46018 València, Valencia",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bank-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/bank-intl_pinlet,Bankia - Oficina 6249,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103640911866201029001"">Alonso Brown</a>'], 'photo_reference': 'Aap_uEARFuT-NJs4Nl6K4U5eSynuTwSYo5xKZvhlYyFt7YtI9pRmuMpXQLeMcFWX4Tl4dngohYGgLx7zN4a1-ktnwt_1bIDQZtqUL71_bzZUHXlAkCBytKe4elcaW-L2s2WlgTAnObxDg2EdVs88dxoXqlGVt6sZt6TFk8UxCdc6IogiAm0s', 'width': 1080}]",ChIJuwFR62hPYA0Rt7z0AjbB1pU,3.8,ChIJuwFR62hPYA0Rt7z0AjbB1pU,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",18,39.4741218,-0.3968579,39.47547162989272,-0.3955080701072778,39.47277197010727,-0.3982077298927222,False,FJF3+J7 Valencia,8CFXFJF3+J7,
11,OPERATIONAL,"Carrer Sant Antoni, 128, 46920 Mislata, Valencia",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bank-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/bank-intl_pinlet,Bankia - Oficina 6232,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104651800666782002485"">Raúl Caballero</a>'], 'photo_reference': 'Aap_uECAHw_zbzcUcLj6ET5t7vF0bgjeCmqptHapTb1yWT76kMvrHmMM_a3G1XSJB7o2F-2ydbjwhk5SBcDB-LgCxhnm1t8_l1rw5UFA0G5d8-5OSEbW-uYIlsXhJ7nh8Ho2OnuR__oxKyzLv_UAd0IfR6ynWCJkMP4XZ0MkHvfARnuOX_RT', 'width': 4032}]",ChIJHzlEaoVPYA0RwLsLvet-p7E,2.3,ChIJHzlEaoVPYA0RwLsLvet-p7E,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",12,39.4769692,-0.4212091,39.47826397989272,-0.4198490201072778,39.47556432010728,-0.4225486798927222,False,FHGH+QG Mislata,8CFXFHGH+QG,
12,OPERATIONAL,"Plaça de Roma, 5, 46018 València, Valencia",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bank-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/bank-intl_pinlet,Bankia - Oficina 6526,,ChIJj0iStW5PYA0RJ01zUe6ayYg,1.9,ChIJj0iStW5PYA0RJ01zUe6ayYg,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",21,39.4715132,-0.398704,39.47282727989272,-0.3973604701072777,39.47012762010728,-0.4000601298927221,False,FJC2+JG Valencia,8CFXFJC2+JG,
13,OPERATIONAL,"Carrer de Quart de les Valls, 4, 46014 València, Valencia",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bank-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/bank-intl_pinlet,Bankia - Oficina 6584,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105934073030140701987"">Jorge Marzo</a>'], 'photo_reference': 'Aap_uEBJY1lBeSooUo_BDADBArsaM7JmvhPgkIfSLda-Ml5TNQQDBENHqk2xF6Ei0KswA1k79OAfWBwNjnhXbmZddZgdT3unsLlwK0w3ohmfZpqvHL0q7CByWhFc_cM2QfwzVXraoKqX5xtL8DNDOJxBgT6TMTDQbLWXw0wndcMuycyMbFnX', 'width': 4000}]",ChIJPRq2k55PYA0RWjuvR9K6zlA,2.0,ChIJPRq2k55PYA0RWjuvR9K6zlA,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",7,39.4674249,-0.4143036,39.46873462989272,-0.4128948201072778,39.46603497010728,-0.4155944798927222,False,FH8P+X7 Valencia,8CFXFH8P+X7,
14,OPERATIONAL,"Av. Gregorio Gea, 38, 46920 Mislata, Valencia",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bank-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/bank-intl_pinlet,Bankia - Oficina 6591,,ChIJa4B_YZtPYA0RFtkcd3tYObA,1.9,ChIJa4B_YZtPYA0RFtkcd3tYObA,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",9,39.4739553,-0.4172256,39.47524792989272,-0.4158978201072778,39.47254827010727,-0.4185974798927222,False,FHFM+H4 Mislata,8CFXFHFM+H4,
15,OPERATIONAL,"Av. del Cid, 6, 46018 València, Valencia",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bank-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/bank-intl_pinlet,Bankinter,,ChIJbXdKVEBPYA0R-jieUv595L0,2.5,ChIJbXdKVEBPYA0R-jieUv595L0,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",2,39.4674444,-0.39147,39.46871812989272,-0.3901432701072778,39.46601847010728,-0.3928429298927222,False,FJ85+XC Valencia,8CFXFJ85+XC,
16,OPERATIONAL,"Av. de Pius XII, 2, Local 142, 46009 Valencia",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bank-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/bank-intl_pinlet,Bankia - Oficina 1326,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111293029204066124142"">Carlos Gonzalez</a>'], 'photo_reference': 'Aap_uED6kjiEGOugO9U7D5U8eFe9N7UHFnf2ovgBMRgJFKYuSSJ1LxbjfUnecihPUCECnIREW-GhmXWQWQnZRAuz_L4ezookGiNlN9bRHraKTcPtXceHkDrabhTLdbMTEEGT7T59Uh9D97kLmXHUejBS3zuvz_i6Y2mRUGoi0100eamNdNLc', 'width': 3000}]",ChIJM_fDE15PYA0RoffeZ5KDlPw,3.4,ChIJM_fDE15PYA0RoffeZ5KDlPw,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",14,39.4812153,-0.3921301,39.48239117989273,-0.3904248201072777,39.47969152010728,-0.3931244798927222,False,FJJ5+F4 Valencia,8CFXFJJ5+F4,
17,OPERATIONAL,"C. de l'Arxiduc Carles, 50-52, 46014 València, Valencia",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bank-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/bank-intl_pinlet,Oficina Banco BBVA,"[{'height': 720, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110269835937789355893"">A Google User</a>'], 'photo_reference': 'Aap_uECxniuEztQEkRCvVMVhosGRoh81Catd4f_a9KHIR2IoZkMMn2wq8e9xZP-02wcPU5ozUjhPNDX2dCaLyI0IkivCE-ndjtbvsPEHTvB90rKYuf5CYIeGzP3WjqNRjakoiL5vQnHbGj5OJ_SbvhxT-_QF5a7vuKY9Vctlf0sM4knZawH4', 'width': 1280}]",ChIJd7S3eBRPYA0RU-5UM_wNzP8,1.9,ChIJd7S3eBRPYA0RU-5UM_wNzP8,"['bank', 'atm', 'accounting', 'finance', 'point_of_interest', 'establishment']",29,39.4623496,-0.3981252,39.46349992989272,-0.3968407701072778,39.46080027010728,-0.3995404298927222,False,FJ62+WP Valencia,8CFXFJ62+WP,
18,OPERATIONAL,"Avinguda Blasco Ibáñez, 35, 46920 Mislata, Valencia",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bank-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/bank-intl_pinlet,Oficina Banco BBVA,"[{'height': 720, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101544742078968016018"">A Google User</a>'], 'photo_reference': 'Aap_uECAzar4O09Fb7uJq0_RFKbLYEBRlGBUBkY9Lbs0uX5b7BRkfdW0rvGS9j1v6nw3lyTTwyhvk41nMv05KrVUxI8bQpL7Uwi16iraiMzWMhqPUZ_9zN3G8owbmlSShPWCxjqZXNv2eUSthdKSBY60uukP3IOCx3epYLWBYNeBvwQCUNut', 'width': 1280}]",ChIJldxjl51PYA0RWRk1U90ysME,2.6,ChIJldxjl51PYA0RWRk1U90ysME,"['bank', 'atm', 'accounting', 'finance', 'point_of_interest', 'establishment']",32,39.4721091,-0.4134957,39.47350587989272,-0.4121384201072778,39.47080622010728,-0.4148380798927223,False,FHCP+RJ Mislata,8CFXFHCP+RJ,
19,OPERATIONAL,"Carrer del Brasil, 51, 46018 València, Valencia",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bank-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/bank-intl_pinlet,Oficina Banco BBVA,"[{'height': 720, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103323522556173130646"">A Google User</a>'], 'photo_reference': 'Aap_uED5hBoGhxXmzZ3d2mR47i-ujp8eM-7l7tcV7lzj1ahWT7jVhK_pKWVuaaFsBIVqxnYV0kk10sRDeUqSZ7qXaV0ZhZCZhr0nRKG00S-PfZa7u9ymxNhfVD38pf21e0ei6hFmZQ_Km0IVVGunW7O09CpSszupjZDYMzbX8f1R_WG3a_KR', 'width': 1280}]",ChIJqdhXyW5PYA0Rz3aeES5tMIw,1.9,ChIJqdhXyW5PYA0Rz3aeES5tMIw,"['bank', 'atm', 'accounting', 'finance', 'point_of_interest', 'establishment']",16,39.4718057,-0.3988243,39.47323177989272,-0.3975174701072778,39.47053212010728,-0.4002171298927223,False,FJC2+PF Valencia,8CFXFJC2+PF,
20,OPERATIONAL,"Carrer de Fra Juníper Serra, 64, 46014 València, Valencia",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bank-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/bank-intl_pinlet,Banco Sabadell,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115105855427933209566"">Banco Sabadell - Oficina de Valencia, Fray Junipero Serra</a>'], 'photo_reference': 'Aap_uEAIEt7ohInyci-3iML9HKNYPhAjzHaX4HDjp8HVqXvOdmL7nZBW1PdBDWiEoGLON5gXmwacfr8URiqcaGynXfIfkAOPyxHBDk5FfUHJ9lWlvKIkD3HJ2rka403OW-85e1K-u0hCeWKiaxwURyzjWhIbcAzoIgBqHvQQ2GOWv7Tz14oY', 'width': 1920}]",ChIJPeaNILhRYA0RcWD2wmw0_mU,1.5,ChIJPeaNILhRYA0RcWD2wmw0_mU,"['bank', 'atm', 'accounting', 'finance', 'point_of_interest', 'establishment']",21,39.4619596,-0.4005333,39.46323682989272,-0.3991527201072778,39.46053717010728,-0.4018523798927222,False,FH6X+QQ Valencia,8CFXFH6X+QQ,
21,OPERATIONAL,"Carrer de les Barques, 6, 46002 València, Valencia",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bank-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/bank-intl_pinlet,Banco de España,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113181631526482435170"">Georgi Yakaliev</a>'], 'photo_reference': 'Aap_uECfL8CNuV9Kof0JK5fO0Nwm7LebA7KR8blb7AYD6K6QbDtxzWoR0bclR7Ihixqp_8MwQGYB_l0tslnxfRoAxu51mFK9uUs0PDCa-UTWdzpM8o4-4XgY_yzI6cBUzPoyakUxlDcx263GMP93pXDrQ21W8wzcIerRVR_zHrzQMKWUYLYl', 'width': 6000}]",ChIJGSV_VbNIYA0R07cc0mzNstw,3.7,ChIJGSV_VbNIYA0R07cc0mzNstw,"['bank', 'finance', 'point_of_interest', 'establishment']",30,39.470302,-0.374603,39.47171057989272,-0.3732569201072777,39.46901092010728,-0.3759565798927222,False,FJCG+45 Valencia,8CFXFJCG+45,
22,OPERATIONAL,"Carrer d'Emilio Lluch, 10, 46014 València, Valencia",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bank-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/bank-intl_pinlet,Bankia - Oficina 6529,"[{'height': 1456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116859469562376161448"">Alejandro Sepúlveda Chamizo</a>'], 'photo_reference': 'Aap_uEBezDIh-JVOPmCDZyqVODVSc1ZzfQSMXqpr-6_Z_cDo6MqCAhyvjkoZKyKvhRQzzWjgtVrElTcm6kJR69dbtaThF2OMYeSpMoMridQHVsj-XGAq-qSxkvL9cuB7t1QFJ6RaN02F1hrOVOap6RPiljMriI686gYyodFvi_YbBp3yUBIG', 'width': 2592}]",ChIJZ93rhxJPYA0RnCd2IZgPx6M,2.9,ChIJZ93rhxJPYA0RnCd2IZgPx6M,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",11,39.4624313,-0.4024966,39.46379502989272,-0.4010992701072777,39.46109537010728,-0.4037989298927222,False,FH6X+X2 Valencia,8CFXFH6X+X2,
23,OPERATIONAL,"Calle Dr, Carrer d'Emilio Lluch, 1, 46014 Valencia",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bank-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/bank-intl_pinlet,Oficina Banco Santander,"[{'height': 720, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116377010176464219124"">Oficina Banco Santander</a>'], 'photo_reference': 'Aap_uEBVG5zwFznUUsDHWyJd5cea4n9D74xdXVKms4xhA9jZsudvFLprFv7ZmlCtQrD5NAyQ7kODBE11I37mK3j2AFC6GhmkkjdJQvQ5Ulm5-3aScobpchlXVddtj9Row9UR6BFJXKFbCw6UuapJYEvPgU8rf5bF6LPoMSSyuz65HGCdBmzI', 'width': 1280}]",ChIJgfOQ6BJPYA0R7yaYTWHo3C8,1.7,ChIJgfOQ6BJPYA0R7yaYTWHo3C8,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",9,39.463598,-0.4013973,39.46493552989273,-0.4002764701072778,39.46223587010729,-0.4029761298927222,False,FH7X+CC Valencia,8CFXFH7X+CC,
24,OPERATIONAL,"Arq. Juan Segura de Lago, 10, 46014 Valencia",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bank-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/bank-intl_pinlet,Bankia - Oficina 6535,,ChIJo3r29g9PYA0Re-MvnjapwZ4,2.8,ChIJo3r29g9PYA0Re-MvnjapwZ4,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",4,39.4547271,-0.4038891,39.45608832989272,-0.4027291701072778,39.45338867010727,-0.4054288298927222,False,FH3W+VC Valencia,8CFXFH3W+VC,
25,OPERATIONAL,"Av. del Cid, 6, 46018 València, Valencia",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bank-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/bank-intl_pinlet,Bankinter,,ChIJbXdKVEBPYA0R-jieUv595L0,2.5,ChIJbXdKVEBPYA0R-jieUv595L0,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",2,39.4674444,-0.39147,39.46871812989272,-0.3901432701072778,39.46601847010728,-0.3928429298927222,False,FJ85+XC Valencia,8CFXFJ85+XC,
26,OPERATIONAL,"Av. de Gaspar Aguilar, 63, 46017 València, Valencia",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bank-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/bank-intl_pinlet,Oficina Banco Santander,"[{'height': 720, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111369906182982815566"">Oficina Banco Santander</a>'], 'photo_reference': 'Aap_uEAXP8IlwmWVvji1KRZ2_VNU5w3aLKht_pRDuLCJeGiRezSIZDpnu7pTbje_kAcMvdTRftT9UiRquQLvopgVDJxqRkr9kRujJTtEP3YCMaEJC_q0O8I-7e17D2yhn7jSk4edQsNCeKAtdtr8wIxar-r0LiZ7irCvjyPUq1ccAk5zs-ra', 'width': 1280}]",ChIJbW-W1jxPYA0RMkpqDBdpMrU,3.3,ChIJbW-W1jxPYA0RMkpqDBdpMrU,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",24,39.4551138,-0.3909308,39.45636047989272,-0.3896475201072778,39.45366082010727,-0.3923471798927223,False,FJ45+2J Valencia,8CFXFJ45+2J,
