,business_status,formatted_address,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,geometry.location.lat,geometry.location.lng,geometry.viewport.northeast.lat,geometry.viewport.northeast.lng,geometry.viewport.southwest.lat,geometry.viewport.southwest.lng,plus_code.compound_code,plus_code.global_code,photos,opening_hours.open_now
10,OPERATIONAL,"46200 Paiporta, Valencia, Spain",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Paiporta,ChIJoQPuO1pOYA0R6yJ6rRsVOow,4.0,ChIJoQPuO1pOYA0R6yJ6rRsVOow,"['subway_station', 'transit_station', 'point_of_interest', 'establishment']",45,39.4320962,-0.4182107,39.43336667989273,-0.4170444201072777,39.43066702010728,-0.4197440798927222,"CHJJ+RP Paiporta, Spain",8CFXCHJJ+RP,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110695680048050958017"">Pablo Marin Ayala</a>'], 'photo_reference': 'Aap_uEARgoQIrlt5H5D7ncYS273eHRF7NRFz4pEM3cIOUYnVSNxbmXdE43lgunUicGMRoyCejnUjbSwjp7V5xDwgOjmIDFmZlTAhWkekKl1jD0JVAIylxGaG1DiT3H6rBDfEzET0NPO2xp8gNPAAl2KkKxAoGV_mbnsL8TCtQrlrSDxmNV-q', 'width': 1920}]",
11,OPERATIONAL,"46004 Valencia, Spain",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Colón,ChIJwXcLCbRIYA0RYfdKw-mGTYQ,4.1,ChIJwXcLCbRIYA0RYfdKw-mGTYQ,"['subway_station', 'transit_station', 'point_of_interest', 'establishment']",200,39.47014619999999,-0.3709278,39.47152807989272,-0.3695137701072778,39.46882842010728,-0.3722134298927222,"FJCH+3J Valencia, Spain",8CFXFJCH+3J,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110726663354115003400"">Carlos Bonilla Rosillo</a>'], 'photo_reference': 'Aap_uEAquVAfho4iO5M587hscmOi8doxvok_bUSU57W1cEvsjhYy3CufLHjQWcBFhCXl2CYdafuygJq9BjzxiMa--ElClCTibaKBzPwKbWMR5ve5arBp7hXK2F99xkWO76vnILOPRn9hcoRE_Q3ueLot2b0Kd0TRB_6t-OAnkJUJbki8oM2G', 'width': 4032}]",
12,OPERATIONAL,"46009 Valencia, Spain",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sagunt,ChIJ_UvU4v9FYA0RYKYUyLQs2HE,4.0,ChIJ_UvU4v9FYA0RYKYUyLQs2HE,"['transit_station', 'point_of_interest', 'establishment']",16,39.4865097,-0.3755391,39.48786787989273,-0.3741857701072777,39.48516822010728,-0.3768854298927222,"FJPF+JQ Valencia, Spain",8CFXFJPF+JQ,"[{'height': 4608, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102598621247686077490"">A Google User</a>'], 'photo_reference': 'Aap_uEDEwlwVGp9aO4G4cSkGvZ9qO8vj_RlkBlWYM6Xr5SGmzIg2chAgBVGPQ01KQxVMcAhMBt9g92R0Jrp4LfoKZmooUn-Ia3Mv9vtudraJ2WzThTJhRbgap4A9K1-1VQLDdPp5W_At0XwRacKn20yTbp9CyH7MfIkEpI2MN15-T4Bg4Rt9', 'width': 3456}]",
13,OPERATIONAL,"46920 Mislata, Valencia, Spain",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Mislata,ChIJDyYSa5tPYA0RIHWJ-IV9Qkc,4.0,ChIJDyYSa5tPYA0RIHWJ-IV9Qkc,"['subway_station', 'transit_station', 'point_of_interest', 'establishment']",40,39.473988,-0.418064,39.47498112989272,-0.4150375499999999,39.47228147010727,-0.41928095,"FHFJ+HQ Mislata, Spain",8CFXFHFJ+HQ,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100580550524508708217"">Manu Fuster</a>'], 'photo_reference': 'Aap_uECnQwDec7CAQTMbk_ZOXnXvWZovBxf0vhNPFXkSH1OOHO_A5axQfefdpOAIjjjDY2hIQBd1oucbHgl4WzUCsFBGL4KdK76QEJfYcxUguyIhCqLXB6gee-NosoWdNJ6nyNR9e-nVN33cubk2ZYYyyS1FgDNXqQ4lJTN21WmEGOSfn4n2', 'width': 4608}]",
14,OPERATIONAL,"46019 Valencia, Spain",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Estadi del Llevant,ChIJv6J9NQVGYA0RMfxDxOoXLv0,4.3,ChIJv6J9NQVGYA0RMfxDxOoXLv0,"['transit_station', 'point_of_interest', 'establishment']",14,39.495029,-0.365176,39.49639972989272,-0.3638541701072777,39.49370007010728,-0.3665538298927222,"FJWM+2W Valencia, Spain",8CFXFJWM+2W,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111755051213288469317"">DANIEL BELTRAN MARQUES</a>'], 'photo_reference': 'Aap_uEAMOBkT5DSlsvdnVr7zYQwOp9zO7qOyiTeMkdXjJTgOeTIdZeovZwTGp3ndFdZJkICZZm0xu24qjiep8ac4KESj5LzuVDht2Wc5gAFKj9EEmlRMhafyal6L0yfs4xTxK-iNsuK6pg3uT1V6_Iv-xhjoQz8_HpJGlYtgGIgdR8dZkSbA', 'width': 4160}]",
15,OPERATIONAL,"46019 Valencia, Spain",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/train-71.png,#10BDFF,https://maps.gstatic.com/mapfiles/place_api/icons/v2/train_rail_1_pinlet,Estación de Tossal del Rei,ChIJ1UF9zQdGYA0RYm3HW2E7g8Y,0.0,ChIJ1UF9zQdGYA0RYm3HW2E7g8Y,"['train_station', 'transit_station', 'point_of_interest', 'establishment']",0,39.4955442,-0.3725964,39.49689402989272,-0.3712465701072777,39.49419437010727,-0.3739462298927222,"FJWG+6X Valencia, Spain",8CFXFJWG+6X,,
16,OPERATIONAL,"Metro Alameda, 46010 Valencia, Spain",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Alameda,ChIJdZC8gbpIYA0RYizAxgTf_rE,4.3,ChIJdZC8gbpIYA0RYizAxgTf_rE,"['subway_station', 'transit_station', 'point_of_interest', 'establishment']",109,39.4735843,-0.3654685,39.47448452989271,-0.3647425499999999,39.47178487010727,-0.36745995,"FJFM+CR Valencia, Spain",8CFXFJFM+CR,"[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110022950048356628605"">Van Bell</a>'], 'photo_reference': 'Aap_uEBoTPTUH4Y1sfN44w0g1rQauEy2nv2BrKKCYWqFPqlCLWnfdQ9WyYcevPZ_5-KnmAexghPnrRmfrdsyd3kfBF9SuEW1w5--3qYtPXqbY2pj8S0rBDFvqQugLFCInkyUOEGDHaoPlsGHGjjNdtCt6WGujJuLLxSKRDI7Q2TNBEYM6N9a', 'width': 4032}]",
17,OPERATIONAL,"Carrer del Dr. Vicent Zaragoza, 19, 23, 46020 València, Valencia, Spain",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Estació de Benimaclet,ChIJDTsxbKdIYA0RuQyFJK0GDnQ,4.1,ChIJDTsxbKdIYA0RuQyFJK0GDnQ,"['point_of_interest', 'establishment']",463,39.4851031,-0.3620585,39.48631097989272,-0.3607793701072777,39.48361132010728,-0.3634790298927222,"FJPQ+25 Valencia, Spain",8CFXFJPQ+25,"[{'height': 1775, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111289104859172984901"">Arnau DC</a>'], 'photo_reference': 'Aap_uEDNAZWxSaoBRaa2q6gp7LH4dYfdRYpVo0bpEt9QtZyE3Sk8k0-mZp6WJ0NYnNijRv-DCH5xf6xmeSJFD6LXiAgzle-AC29AP0JJVfHPKZxLfhPq48RZsyPnAQmGZjVxceXYqUc_th_cOXoNUhP6Zl1CGRv0U_y5Ay2HkFp7qX2pVLQs', 'width': 2916}]",True
18,OPERATIONAL,"46980, Valencia, Spain",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Ll. Llarga - Terramelar,ChIJPYunlhVFYA0R9dP4nCrkmNo,3.2,ChIJPYunlhVFYA0R9dP4nCrkmNo,"['transit_station', 'point_of_interest', 'establishment']",12,39.50984589999999,-0.4304445000000001,39.51119572989271,-0.4290946701072777,39.50849607010727,-0.4317943298927222,"GH59+WR Burjassot, Spain",8CFXGH59+WR,"[{'height': 5664, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111817587513443766750"">A Google User</a>'], 'photo_reference': 'Aap_uEACnTiY48iPJmS9LYSuGsWUVL6goBaAbtmaKXv6fQxERtrExZkwx0XxCRaHw8wKvtAPbiluTnlh6N8aDpyjS7Q_tgrheTY9QYVgzs6GxXx67BofbgXH4P3mZQW_nI1YCkeCo6CNDPT6Gn1rl0auCnpgGLBYBDnAJs9ohFCqcYLRHiPi', 'width': 4248}]",
19,OPERATIONAL,"46022 Valencia, Spain",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tarongers,ChIJJ1xoVYZIYA0RiuhvJUUCgjQ,4.4,ChIJJ1xoVYZIYA0RiuhvJUUCgjQ,"['transit_station', 'point_of_interest', 'establishment']",9,39.4781468,-0.3395805,39.47948892989272,-0.3382167201072778,39.47678927010728,-0.3409163798927222,"FMH6+75 Valencia, Spain",8CFXFMH6+75,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112526441125764715191"">Adrià Martínez Buitrago</a>'], 'photo_reference': 'Aap_uEALhRyN4EOyHYK0fX4hOjgOG6oLiWJCRb2QGOdKVZRrNK3PxlNDbXmDRQVn1aPm31dksvq0ijTABcjpGYHUjHpm-biduJJeWHPQ3jHKb6LbU2MsEeUmlmZelTJMzP1bVW7DfphLTMk0HRL3k_S09aP74EGbPT8nGoXceYGBC71asder', 'width': 4000}]",
20,OPERATIONAL,"46014 Valencia, Spain",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,València Sud,ChIJm5c5Gv9OYA0RHJ95SPdW_1Y,3.7,ChIJm5c5Gv9OYA0RHJ95SPdW_1Y,"['subway_station', 'transit_station', 'point_of_interest', 'establishment']",30,39.4408237,-0.4105733,39.44193807989272,-0.4097593201072777,39.43923842010728,-0.4124589798927222,"CHRQ+8Q Valencia, Spain",8CFXCHRQ+8Q,"[{'height': 768, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115132392174733963465"">A Google User</a>'], 'photo_reference': 'Aap_uEBe8hfXLhqfm7HZXSsKtmnmWrWC7LYChX2di-eDEBKjJZSy-VyRgQxnlN7_vcds73nxuqTMPAoQz-FNM4jICjyEMKfJwXYC04MJPDKhUH6r65Z6IXm1rovK0ILIWFzQqcJaplTqA1z_eblWQQXsZg_GtLImlTiWimAFhLsEbv2TiIGr', 'width': 1024}]",
21,OPERATIONAL,"46017 Valencia, Spain",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Dr. Tomàs Sala - Gaspar Aguilar,ChIJRf_oTh9PYA0R-N8BGUQ0V2o,5.0,ChIJRf_oTh9PYA0R-N8BGUQ0V2o,"['transit_station', 'point_of_interest', 'establishment']",2,39.4491041,-0.3944725,39.45045752989272,-0.3932310201072778,39.44775787010727,-0.3959306798927222,"CJX4+J6 Valencia, Spain",8CFXCJX4+J6,,
22,OPERATIONAL,"46007 Valencia, Spain",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pl. Espanya,ChIJD43ay0lPYA0RPjp5DS9Rmlg,4.2,ChIJD43ay0lPYA0RPjp5DS9Rmlg,"['subway_station', 'transit_station', 'point_of_interest', 'establishment']",84,39.4661462,-0.3816775,39.46746377989272,-0.3804328201072778,39.46476412010728,-0.3831324798927223,"FJ89+F8 Valencia, Spain",8CFXFJ89+F8,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103214046204366224237"">Juan Dapena</a>'], 'photo_reference': 'Aap_uECevX5GN6vAJdti3Gnw7L51WFBS_TOr9v-_U_rtOlKtDJqUS-ckp_PhkVJ5Yfz9uYJmZPbyZ5_ej5CVsuIlbFGfg9wikAlytIiCHxNj9-JrYmFY_8MSLEhntisJpPg3qZEJQ6Ap-QeuAQQoLJw-KNUG11cf-CnORlHNUzNIG2CIMSEO', 'width': 4000}]",
23,OPERATIONAL,"46007 Valencia, Spain",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Estación de Bailén,ChIJS69T4DVPYA0R88DMQfqAEn8,4.0,ChIJS69T4DVPYA0R88DMQfqAEn8,"['transit_station', 'point_of_interest', 'establishment']",3,39.46397779999999,-0.3794222,39.46535417989271,-0.3780472701072777,39.46265452010727,-0.3807469298927222,"FJ7C+H6 Valencia, Spain",8CFXFJ7C+H6,"[{'height': 1229, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106605571758883927175"">Denis Frolow</a>'], 'photo_reference': 'Aap_uED_e0ywnZ-A8HHqcukxrdI3AKTpjUZ1fP6qJl25VFGAZ82zHOnSijTeKAcUpIj9RhPivdiXUIU0vlhyaKRSKCdrc5PAnQOnGjM3u4PJiE0Fg4jFgoHJ2_POHKKJho8DMdkPRgn1O8RI9gvPF7dgdaR73vcann8ousIqcjAS8khUuI3O', 'width': 2048}]",
24,OPERATIONAL,"46014 Valencia, Spain",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Arxiduc Carles - Puebla Valverde,ChIJ6-AvhBFPYA0RwtKseiymMUo,5.0,ChIJ6-AvhBFPYA0RwtKseiymMUo,"['transit_station', 'point_of_interest', 'establishment']",1,39.459509,-0.4011475,39.46082212989272,-0.3997391701072778,39.45812247010728,-0.4024388298927222,"FH5X+RG Valencia, Spain",8CFXFH5X+RG,,
25,OPERATIONAL,"46014 Valencia, Spain",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Arxiduc Carles - Músic Gomis,ChIJiSnfmRFPYA0RgbdsklhvxDY,0.0,ChIJiSnfmRFPYA0RgbdsklhvxDY,"['transit_station', 'point_of_interest', 'establishment']",0,39.458801,-0.4013185,39.46019267989273,-0.4000339701072778,39.45749302010728,-0.4027336298927223,"FH5X+GF Valencia, Spain",8CFXFH5X+GF,,
26,OPERATIONAL,"46014 Valencia, Spain",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tres Creus - Bolívia,ChIJz0z3WxBPYA0RNfqvT9WGC7k,1.0,ChIJz0z3WxBPYA0RNfqvT9WGC7k,"['transit_station', 'point_of_interest', 'establishment']",1,39.4563332,-0.4010727,39.45769677989273,-0.3996854201072778,39.45499712010728,-0.4023850798927223,"FH4X+GH Valencia, Spain",8CFXFH4X+GH,,
27,OPERATIONAL,"46100 Burjassot, Valencia, Spain",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Estación de Empalme,ChIJ2c2Xk5BFYA0R-OmAbUJOYpY,1.6,ChIJ2c2Xk5BFYA0R-OmAbUJOYpY,"['transit_station', 'point_of_interest', 'establishment']",11,39.4995766,-0.4021083,39.50092642989272,-0.4007584701072777,39.49822677010728,-0.4034581298927222,"FHXX+R5 Burjassot, Spain",8CFXFHXX+R5,"[{'height': 768, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109461532348320940281"">Victor Alandi</a>'], 'photo_reference': 'Aap_uECbIpczRutY7CI8iq4n7lImZG6pSNtCves5NoaIpAk9lO83LlxNrHgj1M_JGkUVxkoogcQoV-Hfs_u7q0btyzZSXUIvYY_LBOcP4CnLnhsehxWjEAfAStL0zxrJok3Zf4ESKxd4fKM8nABw6of5ATeEsxz0XrEgI7qTkc4-4eEjYdtF', 'width': 1024}]",
28,OPERATIONAL,"46014 Valencia, Spain",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tres Creus - Arxiduc Carles,ChIJLwMiNRBPYA0R97KYOJwBbrs,5.0,ChIJLwMiNRBPYA0R97KYOJwBbrs,"['transit_station', 'point_of_interest', 'establishment']",1,39.4571656,-0.4022264,39.45853252989271,-0.4008296201072777,39.45583287010727,-0.4035292798927222,"FH4X+V4 Valencia, Spain",8CFXFH4X+V4,"[{'height': 2944, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100247975595959617570"">ANTONIO BEA BENAGES</a>'], 'photo_reference': 'Aap_uEDMfXGp8NJMHXMGpTDg8D7eIYM8JPuVLYiD57o0iJnLulyTaAufr_XEP55yJP3LvnNod02gTtp5qnS1wTfUbi36jF9n0j2NKKb5IuywiRjxq2fGNvi9hFLO4VKSeZJhDfBHBnSpFO6tB2ipv5h_qfFsutx3oQvfDwwc_YbGqPxdlsRn', 'width': 3531}]",
