,business_status,formatted_address,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,rating,reference,types,user_ratings_total,geometry.location.lat,geometry.location.lng,geometry.viewport.northeast.lat,geometry.viewport.northeast.lng,geometry.viewport.southwest.lat,geometry.viewport.southwest.lng,opening_hours.open_now,plus_code.compound_code,plus_code.global_code,price_level,permanently_closed
10,OPERATIONAL,"Restaurante, Carrer de Xirivella, 26, Bajo, 46920 Mislata, Valencia",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Parada Italia,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105466416025028595223"">Manuel Martos</a>'], 'photo_reference': 'Aap_uECoe21ST6UxeBbV5pqtqbu5_WY4osnOV6yq0aJ3yYB7wOIpAfJE4SWZfwGslljBFC5_nXdM3P8QlcqBXuFqrYQuO7wcPT6rN7NiWPgAkRZO6B7hRQiEuKgzi0LGwDplgJ5RDgxFqxDTeneJXzrtluRLBxf9nJKWVLiMLKO_wdeC7F95', 'width': 4032}]",ChIJ3RgkRJpPYA0RaiW781QNq9g,4.5,ChIJ3RgkRJpPYA0RaiW781QNq9g,"['restaurant', 'food', 'point_of_interest', 'establishment']",510,39.471797,-0.4203752,39.47313402989272,-0.4189868201072777,39.47043437010727,-0.4216864798927222,True,FHCH+PR Mislata,8CFXFHCH+PR,1.0,
11,OPERATIONAL,"Plaça del Príncep d'Astúries, 11, C, 46920 Mislata, Valencia",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,LA MORENA tapería - arrocería,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117104980106562588297"">Arantxa Ruiz Ponce</a>'], 'photo_reference': 'Aap_uEC34tX0rDr0WoXzui-WjcQKVqqzHa3N3teFXaIWG4dtt_dMHsUif3TE3DQPxIygYUL4Zf5LPuk_W2Slop18IsDfu1ND06lAhcincK8o_rEyXvg-OZCl7ambu4EaeAs2fIzCAjWXt58h6zz1c1AHgxi4Qmygz48y86WWoSoPWCQC7-MA', 'width': 2080}]",ChIJ2R_nKZtPYA0RF2OA5mmfzH0,4.4,ChIJ2R_nKZtPYA0RF2OA5mmfzH0,"['restaurant', 'food', 'point_of_interest', 'establishment']",323,39.4776354,-0.4175879,39.47880422989272,-0.4161845701072778,39.47610457010728,-0.4188842298927222,True,FHHJ+3X Mislata,8CFXFHHJ+3X,1.0,
12,OPERATIONAL,"Tamarindes nº39, 46015 Valencia",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bar-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/bar_pinlet,Restaurant La Taperia Valencia,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106947209982144993140"">La Taperia Valencia</a>'], 'photo_reference': 'Aap_uEBbT3f6CRTzFpgAS3nUFCGs0ccwrutHIHXIKydswIR4UT8DIxD_a6ZFd91t0-JRDbRQlugIWPVj4pXaMa_A37gwmvWGCXs4WvpnJJFZ713yBAWcILHHsu_qezSUvYqJ_fjVgTDn-MY3Yv4TJu9OGBVZYW_0UuuSTPWDHnMMHz1n3Z7C', 'width': 4032}]",ChIJVbqbpWZPYA0RbV1595wcaHE,3.9,ChIJVbqbpWZPYA0RbV1595wcaHE,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",503,39.4792303,-0.4024266,39.48057857989272,-0.4010134701072777,39.47787892010727,-0.4037131298927222,True,FHHX+M2 Valencia,8CFXFHHX+M2,1.0,
13,OPERATIONAL,"Carrer Padre Llansol, 34, 46920 Mislata, Valencia",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Restaurante el fogón,"[{'height': 3025, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100508865902189074430"">A Google User</a>'], 'photo_reference': 'Aap_uECz6iRY7c1D-0xnCfYtdM8NlMAG_QVVoAkIaOY1LhQTJdrzAwACrDjnNyC2orf8IaS3Om-mks4vo7f5rdavuktmHHC-mzNcNlYpsMyURWwqVhuKnoZxLHoe8Wv1F7iYE5w5McOyKQxFIUNl2qtpBEBZ0Y4eNhmx-EVd9zTFvkFSz9q9', 'width': 3024}]",ChIJycnTIClPYA0RuehMnvh22EU,4.0,ChIJycnTIClPYA0RuehMnvh22EU,"['restaurant', 'food', 'point_of_interest', 'establishment']",48,39.4776595,-0.4144694,39.47903972989273,-0.4132297701072778,39.47634007010728,-0.4159294298927222,True,FHHP+36 Mislata,8CFXFHHP+36,,
14,OPERATIONAL,"Camí Nou de Picanya, 13, 46014 València, Valencia",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Restaurante Exquisito,"[{'height': 5312, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117676356074801823501"">Dulce Negrillo</a>'], 'photo_reference': 'Aap_uEA7gKHCsXbJ_9YhjmuoMdq5H8y1MaKsBCH9_Dk6oEOYQLpU7NL_gqIfvorlYiwic4njSIKpatOn7i_K0_LLOeTPKH_OPfo8XKm8qnZxQzSrcYPzKyiVWdyHetW7blMrdmDePUN4z7Ziwq42bf3ahjGL-sOaSwGg0BF-hzOSihjS-XqX', 'width': 2988}]",ChIJbb4S0A9PYA0RZwzMydslvVE,3.8,ChIJbb4S0A9PYA0RZwzMydslvVE,"['restaurant', 'food', 'point_of_interest', 'establishment']",202,39.4566667,-0.4036111,39.45805827989273,-0.4023443701072779,39.45535862010728,-0.4050440298927223,True,FH4W+MH Valencia,8CFXFH4W+MH,1.0,
15,OPERATIONAL,"Av. de Campanar, n° 43, 46015 València, Valencia",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Restaurante El Cazo Andaluz,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113385159675729782855"">MrJake346</a>'], 'photo_reference': 'Aap_uEBRSKBJcSIpl6C9W9BtoPvW05pSSG92_VtoFLwLlf1xjjxb7knIang80AJG2XuU6Msnza31jookZ2A7IBU0OEsjhqZ9txwK3HNdIs1L6SlorlML3AVM_RIBKQfXVgNvn6xFg9KTjEnXHxMbpCdxyn6Kd-6EqrTOWiCeyXd5ywPB6hC3', 'width': 2268}]",ChIJ4eNyY9lPYA0RxAt-ME_P0mw,3.7,ChIJ4eNyY9lPYA0RxAt-ME_P0mw,"['restaurant', 'bakery', 'bar', 'liquor_store', 'food', 'point_of_interest', 'store', 'establishment']",67,39.4786669,-0.3939856,39.48005022989273,-0.3927550201072777,39.47735057010729,-0.3954546798927222,True,FJH4+FC Valencia,8CFXFJH4+FC,,
16,OPERATIONAL,"C/ de Conca, 19, 46007 València, Valencia",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Restaurante Marisqueria Santa Cruz,"[{'height': 1908, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117977405869660195605"">Demetrio Migliorati</a>'], 'photo_reference': 'Aap_uECbk3APXvko6ohpBVebAbtJF97XIiMvzEFvC_A-8Xx4nYJnSR4sSfSnUxcgr1hzloJolLpU4Zv2nBHu3QpUUrMKxaJqo-N9g4dvCMimaNmhKftxOCqt03g3ERXim4X51m1ZHtIvrJhO90-bkMx_WprBhHj-FkKJlTtFVKAxnWtnDRwq', 'width': 4032}]",ChIJmzZgMUZPYA0Rj431eNvvvvQ,4.4,ChIJmzZgMUZPYA0Rj431eNvvvvQ,"['restaurant', 'food', 'point_of_interest', 'establishment']",167,39.467971,-0.385063,39.46933107989273,-0.3837735701072777,39.46663142010728,-0.3864732298927221,True,FJ97+5X Valencia,8CFXFJ97+5X,3.0,
17,OPERATIONAL,"Carrer de Sant Vicent, 6, 46920 Mislata, Valencia",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,La Marmita Mislata,"[{'height': 1908, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117580858642755810719"">JM BM</a>'], 'photo_reference': 'Aap_uEBHt4VoHTGHo-aAUmA_v7FokkL3BnmRkhBDGWYp9JEYBMIoBqpgxok9z-iOxbObz0Xw9VnjMmihJNCMpTXREy32oW2M7xLGKZHOESOzgOYrTgKWSDJ25kdthPjBTz9ts_vtSzNd2x9-CPIqX3qZ34zB8J-qWJjEIXhGeu0ESALJqN6F', 'width': 4032}]",ChIJUZsu65xPYA0ROUOpMIr3dRo,4.3,ChIJUZsu65xPYA0ROUOpMIr3dRo,"['restaurant', 'food', 'point_of_interest', 'establishment']",476,39.4738658,-0.416033,39.47522312989272,-0.4147029201072778,39.47252347010728,-0.4174025798927222,True,FHFM+GH Mislata,8CFXFHFM+GH,1.0,
18,OPERATIONAL,"Rincón Río Magro, 6, 46920 Mislata",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Taberna Gallega,"[{'height': 1447, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113556996580890417089"">A Google User</a>'], 'photo_reference': 'Aap_uEA9-Y5VAcLkPaGcl1Gb3PuQNT3KBbRrOGnCBHGCVw5t0LWMhADTL2x4xpkx0qPm_CsxG0gOIFVWmmCOre2yEtJEG4TOS--WFbxk4N9OSQzomoVTfCvPjRQI01LHcb3xMzAJsoaL61zx6XeDen0q8cc6OEzRankUig1OpiBPE3iUH8vO', 'width': 1447}]",ChIJq33f65pPYA0RkS0bRFRKKHo,3.9,ChIJq33f65pPYA0RkS0bRFRKKHo,"['restaurant', 'food', 'point_of_interest', 'establishment']",328,39.4729602,-0.4201530000000001,39.47434327989272,-0.4188041701072778,39.47164362010728,-0.4215038298927222,True,FHFH+5W Mislata,8CFXFHFH+5W,1.0,
19,CLOSED_TEMPORARILY,"Carrer de l'Impressor Monfort, num 19, 46018 València, Valencia",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Casa Valentia,"[{'height': 3044, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106141944206615551173"">A Google User</a>'], 'photo_reference': 'Aap_uEA6KyTg-4_JvY4DcbYK1cNMshizLfwDFBueuYpgJTeZiI9VvdwLNcBxMHMgf4eqMHYAp_a756w9zm7AoK_g3wmAIwWxv_weJD89KRtWu0CHrkbnn6kTsJUPvIYnpKlPM8zpc6g36uvBHZ1TZ94FosWo1-dpLYH4gnnlHjDvwVoLS2br', 'width': 2923}]",ChIJXXJYYyZPYA0R_s5y5mTjSrU,4.8,ChIJXXJYYyZPYA0R_s5y5mTjSrU,"['restaurant', 'food', 'point_of_interest', 'establishment']",46,39.4625415,-0.3949137,39.46379157989272,-0.3936347201072777,39.46109192010728,-0.3963343798927222,,FJ74+22 Valencia,8CFXFJ74+22,,True
20,OPERATIONAL,"C. de Xiva, 26, 46018 València, Valencia",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Restaurante Albarracín,"[{'height': 1536, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107696576913130971378"">Dany Perez</a>'], 'photo_reference': 'Aap_uECYG7M8T4j9u4odr3uMa6k1X8vAOAyA8eFb6_y1p1GGYZAKzdberWrSl-1S3UY0mnrR7idVbYcBEnzuSQGmKaz_wNWeSBGKMDetf3HXTCgj6t5rmIWoPt8Qb_WQxNy5jNAlFUj_VGuVgnBhpjdIjsPxtXyoXLd_8zY5TmVFMa3svHO_', 'width': 2560}]",ChIJHZzIY0BPYA0R-4jIyaOxXk8,3.6,ChIJHZzIY0BPYA0R-4jIyaOxXk8,"['restaurant', 'food', 'point_of_interest', 'establishment']",355,39.4660933,-0.3912803,39.46744312989272,-0.3899304701072778,39.46474347010727,-0.3926301298927223,True,FJ85+CF Valencia,8CFXFJ85+CF,1.0,
21,OPERATIONAL,"C/ del Beat Nicolau Factor, 2, 46007 València, Valencia",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bar-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/bar_pinlet,Restaurante los Mejillones,"[{'height': 2322, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117662448928768549240"">Jose Luis Arnal Ferra</a>'], 'photo_reference': 'Aap_uEAsRDObCosdOR4ZYLew2uXzJ9QsUJeIyOzY19Krs0rq8jrnnBZlxtRO4crmA-B_y5EfpfOBIDPAp2QNaRISOznxOLfS7df2apnVKlWfZFA3FAn2YXeTGle3_bwaaeLaEd8mF5W_st4nuavbcfp2y-oNyfy5ZQgYxUj4HA1qF3COfPq2', 'width': 4128}]",ChIJMQWyqj5PYA0Rr2jKtFhDmn4,3.9,ChIJMQWyqj5PYA0Rr2jKtFhDmn4,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",816,39.4601224,-0.3891182,39.46144777989272,-0.3877718201072777,39.45874812010728,-0.3904714798927222,True,FJ66+29 Valencia,8CFXFJ66+29,1.0,
22,OPERATIONAL,46007 Valencia,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Marblau Restaurante,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102170243964046425174"">Zulema Chávez</a>'], 'photo_reference': 'Aap_uECTq8hCNMaRfLeUgBxLKkvwoXzYjBUaGdyOkmqQbjlLj3VoOVI993dyb2x_OLEmG-vF-pJSanZla31HoFwUEs1uFiI3RSsdjHbhJIKbuarHli6rIIDBTf0wx5aiSTPsmEtHNBY2tPOEvJszYlnX19KYme_XfrIBMrUNHsoMqDFvzL0z', 'width': 3000}]",ChIJkcSgiTxPYA0Rlcjam3pcj4g,4.1,ChIJkcSgiTxPYA0Rlcjam3pcj4g,"['restaurant', 'food', 'point_of_interest', 'establishment']",67,39.4571675,-0.3897565,39.45851732989272,-0.3884066701072778,39.45581767010727,-0.3911063298927223,True,FJ46+V3 Valencia,8CFXFJ46+V3,1.0,
23,OPERATIONAL,"Av. de Gaspar Aguilar, 109, 46017 València, Valencia",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,La Casa del Tapeo,"[{'height': 737, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104974015862413064033"">La Casa del Tapeo</a>'], 'photo_reference': 'Aap_uEB74twYD688WjGfbSONzhCM9ufgAL_Ogk2rf7Y7AqrsJpD4OiSK3XjYjlhffWAyBXDKSpa1__Javgk-yuDoMBIwSzO433scStisE0SCcc_Ojzfc8UrRIlGgWDe-i_D1Webh4ZbLm8clXMl6MVq-phnblLguDPyasw-Ah31lf1UotyXV', 'width': 1089}]",ChIJxyAyeiJPYA0RYdQTx_cZEwc,4.2,ChIJxyAyeiJPYA0RYdQTx_cZEwc,"['restaurant', 'food', 'point_of_interest', 'establishment']",1681,39.451628,-0.393411,39.45299212989272,-0.3920138701072777,39.45029247010728,-0.3947135298927222,True,FJ24+MJ Valencia,8CFXFJ24+MJ,1.0,
