,business_status,formatted_address,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,rating,reference,types,user_ratings_total,geometry.location.lat,geometry.location.lng,geometry.viewport.northeast.lat,geometry.viewport.northeast.lng,geometry.viewport.southwest.lat,geometry.viewport.southwest.lng,opening_hours.open_now,plus_code.compound_code,plus_code.global_code
10,OPERATIONAL,"Av. del Regne de València, 85, 46006 València, Valencia, Spain",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Lavanderías Mr Jeff,"[{'height': 608, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115798394987469800721"">A Google User</a>'], 'photo_reference': 'Aap_uEBUeMgou-k1IxBxHLS8-NApVJWHpru2dn2bjePDh2W2S8-uPRPwLCehdPUsvAYM9QhMjaOeec_WH0j0bAX7Gy7ZSWNRj4eGaNWQZTyuJZfWSUVDc0ioS1cWzpuu9eLTn2jOOplJ4WkPfnukgV-WActpWf5s4fAtSuDVWk53JAtZ4iOO', 'width': 1080}]",ChIJ681--8dJYA0REBqs1uXYz2s,4.8,ChIJ681--8dJYA0REBqs1uXYz2s,"['laundry', 'point_of_interest', 'establishment']",44,39.4627167,-0.3615747,39.46406652989272,-0.3602248701072778,39.46136687010728,-0.3629245298927222,False,"FJ7Q+39 Valencia, Spain",8CFXFJ7Q+39
11,OPERATIONAL,"C. dels Carters, 70, 46017 València, Valencia, Spain",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,CE Colada Express,"[{'height': 2160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115200689764179343578"">Lyubomira Mihaylova</a>'], 'photo_reference': 'Aap_uECHKas2Bw1o3VlxAa0w6jDTf5QfSii6QfKwusTx6rOM6JP3st9Fs8ye0ofC3cYHIpb7v6KCCtS9BGnOxxr8pDMoqDIkbJ6tw8fj6JSEan7rFxNDEgffp3tVF7WE3CQd3G3zn3WjWCqpCcBVdusZVWKaFmPGSbxvyCKUeXfMJ_w47gcd', 'width': 2880}]",ChIJb2cLnTtPYA0RgvHF_BemVTg,5.0,ChIJb2cLnTtPYA0RgvHF_BemVTg,"['laundry', 'point_of_interest', 'establishment']",3,39.4495297,-0.3894588,39.45086947989273,-0.3880262201072778,39.44816982010728,-0.3907258798927223,True,"CJX6+R6 Valencia, Spain",8CFXCJX6+R6
12,OPERATIONAL,"Carrer de Francesc Sempere, 9, 46006 València, Valencia, Spain",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,California Laundry,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114675148626322555765"">A Google User</a>'], 'photo_reference': 'Aap_uEDUheFSub7txkD2i7DhBBm5b8toUWfk2SSqiP9BiT_J7ObQhn5mHuhVRCMxQeB0olkAI-qmhmdrCc1k2XMTjvLC_-2bFvk-u38nN7Z1IJIDJXflSFEQjNm97zobGc-wVDOD1Zp0c9COCy0u7pHa1s8d6cguhn7fslfHLsNfyXZm9pGb', 'width': 4032}]",ChIJ_TWxG2JJYA0R4dI6iRXN5y4,5.0,ChIJ_TWxG2JJYA0R4dI6iRXN5y4,"['laundry', 'point_of_interest', 'establishment']",8,39.4610041,-0.3713751,39.46239047989272,-0.3699256201072778,39.45969082010728,-0.3726252798927222,True,"FJ6H+CC Valencia, Spain",8CFXFJ6H+CC
13,OPERATIONAL,"calle rafael cort, 6 bajo 1 dcha, lavanderia autoservicio, 46006 Valencia, Spain",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,pilar lavanderia,"[{'height': 900, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117235030725676533752"">pilar lavanderia</a>'], 'photo_reference': 'Aap_uED18sxjd_lmN0A0fCQizgP2dzURrtX-II7A9Xo3X4LD92uVD9o--9F_1ndegUY6aL50KritQr-0zoi56-eHMiOk72PsCjdqN3XhREIzgnxqaikeU4cNvRFpLvsC6kVNI5uBmbqOVXw7ldi0AE_h0S4LxMnR5hsyl5k-iibPGwS-aLEn', 'width': 1600}]",ChIJufSZoc9IYA0RAb-ZeJlTrqI,4.4,ChIJufSZoc9IYA0RAb-ZeJlTrqI,"['laundry', 'point_of_interest', 'establishment']",12,39.4570817,-0.3666867,39.45848552989272,-0.3653732701072777,39.45578587010728,-0.3680729298927222,True,"FJ4M+R8 Valencia, Spain",8CFXFJ4M+R8
14,OPERATIONAL,"Carrer de Jacint Labaila, 2, 46007 València, Valencia, Spain",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Lavanderia Autoservicio,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104213503609646929062"">Angel Gil</a>'], 'photo_reference': 'Aap_uEC7ekCFE30KjRNeraiHeS29bFLGZ7gN_WeGhTK7ZcQf2a6J3K7qkgI2HdhvyWSAQ7OUpk-nrDcKU8UTEYVqhqzv7kml__K9_-WXR5TVKut89T71O2_iSLCzoyIwDD7sfa_ZeLcxYARIoGlKXVWRdmrqrOj44sxAN2I3VVhOdLHbm9n3', 'width': 3024}]",ChIJZW83lz5PYA0RhgS_4ebjjzA,4.3,ChIJZW83lz5PYA0RhgS_4ebjjzA,"['laundry', 'point_of_interest', 'establishment']",50,39.46065,-0.3903996,39.46191032989272,-0.3890217201072778,39.45921067010728,-0.3917213798927222,True,"FJ65+7R Valencia, Spain",8CFXFJ65+7R
15,OPERATIONAL,"Carrer d'Alcanyís, 36, 46019 València, Valencia, Spain",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,The Laundry Room Lavanderías Autoservicio,"[{'height': 1960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115658328119032629526"">Samir Rojas</a>'], 'photo_reference': 'Aap_uECyreMpXV8FNv3TLkM2O36_y13rBlm1lfvzTG2tlptSFPjr6tlXYUpKDGtAWExsEQlv_zX_J1iJn-btIUyUZd84XEgtnE5ep66rw9R67IkVR7u30ZzpxzoYBDm-91ZuNqYC44zY_1ycwtgQKEnIgvwRUop1M0M1EEr8I2WqKYOWr-aI', 'width': 4032}]",ChIJLUw2lPxFYA0RWYFfkSDet_g,4.8,ChIJLUw2lPxFYA0RWYFfkSDet_g,"['laundry', 'point_of_interest', 'establishment']",48,39.4946917,-0.3785937,39.49603347989272,-0.3772784701072778,39.49333382010727,-0.3799781298927222,True,"FJVC+VH Valencia, Spain",8CFXFJVC+VH
16,OPERATIONAL,"Carrer dels Sants Just i Pastor, 64, 46022 València, Valencia, Spain",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Lavandería Autoservicio Lavanda Laundry Justo y Pastor,"[{'height': 871, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107466203596169402745"">N3 INTEC LAUNDRY</a>'], 'photo_reference': 'Aap_uEAgwhZ0AUnPop88IyTevLZp8XiFcTm_KhSah5BTlUZ_rOf67HLzqHtboqrboSQ6J8kCC4uuQOkDcT-TB0ADBwbMU4IW9cN4NEcIGznfS9AHdnNwwd-LEfmDm_qqqv2ji_xq49MQC5reOYyOdQZ-NdxNKhxZczbaRRPMLdAGTZx1VTr4', 'width': 1546}]",ChIJ-RjWdZhaYA0Ri8jpcoxpgEU,4.4,ChIJ-RjWdZhaYA0Ri8jpcoxpgEU,"['laundry', 'point_of_interest', 'establishment']",47,39.46946500000001,-0.347995,39.47085102989272,-0.3466508201072778,39.46815137010728,-0.3493504798927222,True,"FM92+QR Valencia, Spain",8CFXFM92+QR
17,OPERATIONAL,"Carr. de Malilla, 78, 46026 Valencia, Spain",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Ecowash,,ChIJPWJ_4NpPYA0RKc7wIu9odmk,0.0,ChIJPWJ_4NpPYA0RKc7wIu9odmk,"['laundry', 'point_of_interest', 'establishment']",0,39.4489273,-0.379334,39.45033947989272,-0.3778763201072777,39.44763982010728,-0.3805759798927222,,"CJXC+H7 Valencia, Spain",8CFXCJXC+H7
18,OPERATIONAL,"Carrer de Juan Ramón Jiménez, 102, 46026 València, Valencia, Spain",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Lavar y Planchar,,ChIJw5ePMdRIYA0Rd6zel5hL3PM,4.0,ChIJw5ePMdRIYA0Rd6zel5hL3PM,"['laundry', 'point_of_interest', 'establishment']",1,39.447276,-0.371158,39.44869112989272,-0.3696442201072778,39.44599147010727,-0.3723438798927223,,"CJWH+WG Valencia, Spain",8CFXCJWH+WG
19,OPERATIONAL,"C. del Pare Esteban Pernet, 46950 València, Valencia, Spain",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Lacolada Clean & Dry,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105934073030140701987"">Jorge Marzo</a>'], 'photo_reference': 'Aap_uEAuZeIDymqYjg3mgZPUcGjBLU8uuhPOrs8IEtXs1kOTGYt7OHnO5_a-TLGv5hdZGzTQhhTYSknmiXajCDGfUTAdPql7xk7qXGeH6LTARbuCJjvBb42H8jKXgRQC903-9Ak-JbixoVwFBPDme9tsOPr99cf6vnDkE6SGRHlTttGDnlcq', 'width': 4000}]",ChIJcR0ZsJ9PYA0Rl3eKn80AooM,4.5,ChIJcR0ZsJ9PYA0Rl3eKn80AooM,"['laundry', 'point_of_interest', 'establishment']",12,39.466988,-0.4142605,39.46840597989272,-0.4130229201072778,39.46570632010727,-0.4157225798927222,,"FH8P+Q7 Valencia, Spain",8CFXFH8P+Q7
20,OPERATIONAL,"C/ de Conca, 85, 46007 València, Valencia, Spain",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bugadry • Valencia,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113042607534400694908"">Ирина Богданова</a>'], 'photo_reference': 'Aap_uEDNGpohFaQOxn92EKTW0HQTv7cnkJ7rcBvNUb4dIoAqouscF9Wfq4dYKkaSs83fbxHS0I2nlGAmYytyZwcD9y0REdJFZVU0wwR1Y6_QEvdRdgx1xp32gnmkz_UznVdJDYak0VfviH4sHv1BRglNldVlvqAJOAtbfakXAOLl3rPiZK7n', 'width': 1920}]",ChIJLXLzKD9PYA0RIHI4V9AeZcM,4.5,ChIJLXLzKD9PYA0RIHI4V9AeZcM,"['laundry', 'point_of_interest', 'establishment']",33,39.4626888,-0.389336,39.46406812989272,-0.3880856201072777,39.46136847010727,-0.3907852798927222,True,"FJ76+37 Valencia, Spain",8CFXFJ76+37
21,OPERATIONAL,"Carrer d'Alejandra Soler, 9, 46003 València, Valencia, Spain",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Carmen Laundry Quart,"[{'height': 3021, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116021069004503530756"">A Google User</a>'], 'photo_reference': 'Aap_uECG0jvxDDPiuUPcO0U7s0AiiCL_j-3bjhq2i7JD_d2arEQgIzaqHMbPoOoEnmCQHCjzaJVMDyyOcNUCOMxqkIJPx7a-xyDDMqlvrpxEuhwOuT8N2qE3-u_evwoeWI0Owse4WgawqwwFChkhAtpkT7BpyCz6jp5C3W93Jk_tjQCLucKm', 'width': 4032}]",ChIJb_C1XFBPYA0RHjXSnXr22vs,4.4,ChIJb_C1XFBPYA0RHjXSnXr22vs,"['laundry', 'point_of_interest', 'establishment']",26,39.4774164,-0.3828649,39.47877597989272,-0.3815129201072778,39.47607632010728,-0.3842125798927222,True,"FJG8+XV Valencia, Spain",8CFXFJG8+XV
22,OPERATIONAL,"Carrer de Jacint Labaila, 2, 46007 València, Valencia, Spain",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Lavanderia Autoservicio,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104213503609646929062"">Angel Gil</a>'], 'photo_reference': 'Aap_uEAOussOjCcDRVj-Yy2TE18BQwO78l6yLqzpODm_8lIG8L6cC7RYw6UJVd-XYkzEMDResnt9mVJeil1-49T2H8oaJlwL0ufVjuS0mmsUaECkeAU1Fd09KN0o1Xen3AI6csUaw5fpT40T2UyjmGucZyETZ52yx5LfBWnq2O9RgYYotN6S', 'width': 3024}]",ChIJZW83lz5PYA0RhgS_4ebjjzA,4.3,ChIJZW83lz5PYA0RhgS_4ebjjzA,"['laundry', 'point_of_interest', 'establishment']",50,39.46065,-0.3903996,39.46191032989272,-0.3890217201072778,39.45921067010728,-0.3917213798927222,True,"FJ65+7R Valencia, Spain",8CFXFJ65+7R
23,OPERATIONAL,"Carrer dels Tomasos, 20, 46006 València, Valencia, Spain",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Ruzafa Laundry,"[{'height': 422, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102149977645553679436"">A Google User</a>'], 'photo_reference': 'Aap_uEA9_-Ex-mGO9w4gmU_xH6tlDrwWylhux1Oktm5tGzc_PHT7yfqW75A27S3yhRd9LtDCN4dky10jUHZZadUg1qjnv_C21b85Rsbf0K3mb54niPCQfc2i2-kg2KrbLqxZizexTDag9zRhWdkZjUMC7qLGAN3mQGUenp72-hAx_0pLG1Ii', 'width': 750}]",ChIJ6V7GqY9JYA0RIBmFzYnp3Zk,4.7,ChIJ6V7GqY9JYA0RIBmFzYnp3Zk,"['laundry', 'point_of_interest', 'establishment']",11,39.461641,-0.3717813,39.46290222989273,-0.3703736201072778,39.46020257010728,-0.3730732798927222,True,"FJ6H+M7 Valencia, Spain",8CFXFJ6H+M7
24,OPERATIONAL,"Carrer de les Tres Forques, 89, 46014 València, Valencia, Spain",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Colada 30,"[{'height': 1960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118242449741418293167"">Zum Zu</a>'], 'photo_reference': 'Aap_uEDhGMEilCeNDthjTdPsJ2iRM7Fe-Ye1aux-09Gtg_eP4Hf0JQTiAgMO7g7X8Y8mKwqxDgXawJ-IYJ_Z8bonnsHMHsNHCiGaJemDvsZsq3gEfyHLIfTbWy9e70drcO9l9MwhUDzT7hKypCMqabPCVlmU-eRjzCWubJxBEygRRnXxY-xa', 'width': 4032}]",ChIJPyJwlRRPYA0R6zRnH_rT53I,3.9,ChIJPyJwlRRPYA0R6zRnH_rT53I,"['laundry', 'point_of_interest', 'establishment']",20,39.4637344,-0.3982537,39.46513132989272,-0.3968681201072777,39.46243167010728,-0.3995677798927221,True,"FJ72+FM Valencia, Spain",8CFXFJ72+FM
25,OPERATIONAL,"Carrer d'Alcanyís, 36, 46019 València, Valencia, Spain",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,The Laundry Room Lavanderías Autoservicio,"[{'height': 1960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115658328119032629526"">Samir Rojas</a>'], 'photo_reference': 'Aap_uEBPhWtrrYc2PGQAx17TpHTzyGrbDslm3efxFe9tnM2i_-krP9VVj9pfT5pXDHYFgwytyb1baEWath16-EPKY0chO8whzXO4fk7ueKmOykWMB7IWxbB928--tNZSwiPuBWozJgNLHYsRPV4cm_x5Up02L6REirE0_uMSwEqa7WclnZ5E', 'width': 4032}]",ChIJLUw2lPxFYA0RWYFfkSDet_g,4.8,ChIJLUw2lPxFYA0RWYFfkSDet_g,"['laundry', 'point_of_interest', 'establishment']",48,39.4946917,-0.3785937,39.49603347989272,-0.3772784701072778,39.49333382010727,-0.3799781298927222,True,"FJVC+VH Valencia, Spain",8CFXFJVC+VH
26,OPERATIONAL,"Carrer dels Sants Just i Pastor, 64, 46022 València, Valencia, Spain",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Lavandería Autoservicio Lavanda Laundry Justo y Pastor,"[{'height': 871, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107466203596169402745"">N3 INTEC LAUNDRY</a>'], 'photo_reference': 'Aap_uECUNLA5LcRTg3Jr2mVjzPANGfYI6cVlkm1apgkg9JlA7KEguEAtpBNMzkE1tRse4dk_eM0TfxKM0QwESKMcgKXPUmlQfJSKVkcfZ9Fs32k8vFi3cge3UI6srPAj8zGgfmpvkFpdQUpYI7DdCz-p7L24h5paBBpLMtpbshvWmlZyK_QJ', 'width': 1546}]",ChIJ-RjWdZhaYA0Ri8jpcoxpgEU,4.4,ChIJ-RjWdZhaYA0Ri8jpcoxpgEU,"['laundry', 'point_of_interest', 'establishment']",47,39.46946500000001,-0.347995,39.47085102989272,-0.3466508201072778,39.46815137010728,-0.3493504798927222,True,"FM92+QR Valencia, Spain",8CFXFM92+QR
